"LSOA11CD","LSOA21CD","LinkCode","Households","LSOA11Denom","LSOA21Denom","Prop11of21","Prop21of11","Category"
"E01027242","E01027242","E01027242_E01027242",609,609,609,1,1,"U"
"E01027243","E01027243","E01027243_E01027243",714,714,714,1,1,"U"
"E01027244","E01027244","E01027244_E01027244",686,686,686,1,1,"U"
"E01027245","E01027245","E01027245_E01027245",677,677,677,1,1,"U"
"E01027246","E01027246","E01027246_E01027246",761,761,761,1,1,"U"
"E01027247","E01027247","E01027247_E01027247",666,666,666,1,1,"U"
"E01027248","E01027248","E01027248_E01027248",576,576,576,1,1,"U"
"E01027249","E01027249","E01027249_E01027249",667,667,667,1,1,"U"
"E01027250","E01027250","E01027250_E01027250",590,590,590,1,1,"U"
"E01027252","E01027252","E01027252_E01027252",633,633,633,1,1,"U"
"E01027253","E01027253","E01027253_E01027253",751,751,751,1,1,"U"
"E01027254","E01027254","E01027254_E01027254",812,812,812,1,1,"U"
"E01027255","E01027255","E01027255_E01027255",623,623,623,1,1,"U"
"E01027256","E01027256","E01027256_E01027256",618,618,618,1,1,"U"
"E01027257","E01027257","E01027257_E01027257",532,532,532,1,1,"U"
"E01027258","E01027258","E01027258_E01027258",497,497,497,1,1,"U"
"E01027259","E01027259","E01027259_E01027259",605,605,605,1,1,"U"
"E01027260","E01027260","E01027260_E01027260",635,635,635,1,1,"U"
"E01027261","E01027261","E01027261_E01027261",843,843,843,1,1,"U"
"E01027262","E01027262","E01027262_E01027262",735,735,735,1,1,"U"
"E01027263","E01027263","E01027263_E01027263",863,863,863,1,1,"U"
"E01027264","E01027264","E01027264_E01027264",683,683,683,1,1,"U"
"E01027265","E01027265","E01027265_E01027265",670,670,670,1,1,"U"
"E01027266","E01035427","E01027266_E01035427",854,1687,854,1,0.506224066390041,"S"
"E01027266","E01035428","E01027266_E01035428",833,1687,833,1,0.493775933609959,"S"
"E01027267","E01027267","E01027267_E01027267",519,519,519,1,1,"U"
"E01027268","E01027268","E01027268_E01027268",536,536,536,1,1,"U"
"E01027269","E01027269","E01027269_E01027269",766,766,766,1,1,"U"
"E01027270","E01027270","E01027270_E01027270",584,584,584,1,1,"U"
"E01027271","E01027271","E01027271_E01027271",635,635,635,1,1,"U"
"E01027272","E01027272","E01027272_E01027272",596,596,596,1,1,"U"
"E01027273","E01027273","E01027273_E01027273",820,820,820,1,1,"U"
"E01027274","E01027274","E01027274_E01027274",960,960,960,1,1,"U"
"E01027275","E01027275","E01027275_E01027275",650,650,650,1,1,"U"
"E01027276","E01035425","E01027276_E01035425",622,1288,622,1,0.482919254658385,"S"
"E01027276","E01035426","E01027276_E01035426",666,1288,666,1,0.517080745341615,"S"
"E01027277","E01027277","E01027277_E01027277",767,767,767,1,1,"U"
"E01027279","E01027279","E01027279_E01027279",959,959,959,1,1,"U"
"E01027280","E01027280","E01027280_E01027280",1068,1068,1068,1,1,"U"
"E01027281","E01027281","E01027281_E01027281",698,698,698,1,1,"U"
"E01027282","E01027282","E01027282_E01027282",741,741,741,1,1,"U"
"E01027283","E01027283","E01027283_E01027283",692,692,692,1,1,"U"
"E01027284","E01027284","E01027284_E01027284",785,785,785,1,1,"U"
"E01027285","E01027285","E01027285_E01027285",750,750,750,1,1,"U"
"E01027286","E01027286","E01027286_E01027286",683,683,683,1,1,"U"
"E01027287","E01027287","E01027287_E01027287",740,740,740,1,1,"U"
"E01027288","E01027288","E01027288_E01027288",1006,1006,1006,1,1,"U"
"E01027289","E01027289","E01027289_E01027289",768,768,768,1,1,"U"
"E01027290","E01027290","E01027290_E01027290",940,940,940,1,1,"U"
"E01027291","E01027291","E01027291_E01027291",713,713,713,1,1,"U"
"E01027292","E01027292","E01027292_E01027292",503,503,503,1,1,"U"
"E01027293","E01027293","E01027293_E01027293",564,564,564,1,1,"U"
"E01027294","E01027294","E01027294_E01027294",796,796,796,1,1,"U"
"E01027295","E01027295","E01027295_E01027295",1107,1107,1107,1,1,"U"
"E01027296","E01027296","E01027296_E01027296",872,872,872,1,1,"U"
"E01027297","E01027297","E01027297_E01027297",774,774,774,1,1,"U"
"E01027298","E01027298","E01027298_E01027298",1202,1202,1202,1,1,"U"
"E01027299","E01027299","E01027299_E01027299",628,628,628,1,1,"U"
"E01027300","E01027300","E01027300_E01027300",625,625,625,1,1,"U"
"E01027301","E01027301","E01027301_E01027301",992,992,992,1,1,"U"
"E01027302","E01027302","E01027302_E01027302",729,729,729,1,1,"U"
"E01027303","E01027303","E01027303_E01027303",753,753,753,1,1,"U"
"E01027304","E01027304","E01027304_E01027304",750,750,750,1,1,"U"
"E01027305","E01027305","E01027305_E01027305",790,790,790,1,1,"U"
"E01027306","E01027306","E01027306_E01027306",779,779,779,1,1,"U"
"E01027307","E01027307","E01027307_E01027307",931,931,931,1,1,"U"
"E01027308","E01027308","E01027308_E01027308",714,714,714,1,1,"U"
"E01027309","E01027309","E01027309_E01027309",631,631,631,1,1,"U"
"E01027310","E01027310","E01027310_E01027310",597,597,597,1,1,"U"
"E01027311","E01027311","E01027311_E01027311",551,551,551,1,1,"U"
"E01027312","E01027312","E01027312_E01027312",630,630,630,1,1,"U"
"E01027313","E01027313","E01027313_E01027313",680,680,680,1,1,"U"
"E01027314","E01027314","E01027314_E01027314",965,965,965,1,1,"U"
"E01027315","E01035429","E01027315_E01035429",670,1580,670,1,0.424050632911392,"S"
"E01027315","E01035430","E01027315_E01035430",910,1580,910,1,0.575949367088608,"S"
"E01027316","E01027316","E01027316_E01027316",901,901,901,1,1,"U"
"E01027317","E01027317","E01027317_E01027317",703,703,703,1,1,"U"
"E01027318","E01027318","E01027318_E01027318",579,579,579,1,1,"U"
"E01027319","E01027319","E01027319_E01027319",619,619,619,1,1,"U"
"E01027320","E01027320","E01027320_E01027320",797,797,797,1,1,"U"
"E01027321","E01027321","E01027321_E01027321",658,658,658,1,1,"U"
"E01027322","E01027322","E01027322_E01027322",553,553,553,1,1,"U"
"E01027323","E01027323","E01027323_E01027323",835,835,835,1,1,"U"
"E01027324","E01027324","E01027324_E01027324",495,495,495,1,1,"U"
"E01027325","E01027325","E01027325_E01027325",839,839,839,1,1,"U"
"E01027326","E01027326","E01027326_E01027326",755,755,755,1,1,"U"
"E01027327","E01027327","E01027327_E01027327",716,716,716,1,1,"U"
"E01027328","E01027328","E01027328_E01027328",648,648,648,1,1,"U"
"E01027329","E01027329","E01027329_E01027329",810,810,810,1,1,"U"
"E01027330","E01027330","E01027330_E01027330",669,669,669,1,1,"U"
"E01027331","E01027331","E01027331_E01027331",645,645,645,1,1,"U"
"E01027332","E01027332","E01027332_E01027332",643,643,643,1,1,"U"
"E01027333","E01027333","E01027333_E01027333",857,857,857,1,1,"U"
"E01027334","E01027334","E01027334_E01027334",513,513,513,1,1,"U"
"E01027335","E01027335","E01027335_E01027335",638,638,638,1,1,"U"
"E01027336","E01027336","E01027336_E01027336",701,701,701,1,1,"U"
"E01027337","E01027337","E01027337_E01027337",798,798,798,1,1,"U"
"E01027338","E01027338","E01027338_E01027338",1011,1011,1011,1,1,"U"
"E01027339","E01027339","E01027339_E01027339",553,553,553,1,1,"U"
"E01027340","E01027340","E01027340_E01027340",685,685,685,1,1,"U"
"E01027341","E01027341","E01027341_E01027341",661,661,661,1,1,"U"
"E01027342","E01027342","E01027342_E01027342",706,706,706,1,1,"U"
"E01027343","E01027343","E01027343_E01027343",615,615,615,1,1,"U"
"E01027344","E01027344","E01027344_E01027344",652,652,652,1,1,"U"
"E01027345","E01027345","E01027345_E01027345",473,473,473,1,1,"U"
"E01027346","E01027346","E01027346_E01027346",592,592,592,1,1,"U"
"E01027347","E01027347","E01027347_E01027347",743,743,743,1,1,"U"
"E01027348","E01027348","E01027348_E01027348",956,956,956,1,1,"U"
"E01027349","E01035431","E01027349_E01035431",698,1267,698,1,0.550907655880032,"S"
"E01027349","E01035432","E01027349_E01035432",569,1267,569,1,0.449092344119968,"S"
"E01027350","E01027350","E01027350_E01027350",638,638,638,1,1,"U"
"E01027351","E01027351","E01027351_E01027351",784,784,784,1,1,"U"
"E01027352","E01027352","E01027352_E01027352",631,631,631,1,1,"U"
"E01027353","E01027353","E01027353_E01027353",985,985,985,1,1,"U"
"E01027354","E01027354","E01027354_E01027354",1065,1065,1065,1,1,"U"
"E01027355","E01027355","E01027355_E01027355",688,688,688,1,1,"U"
"E01027356","E01027356","E01027356_E01027356",1026,1026,1026,1,1,"U"
"E01027357","E01027357","E01027357_E01027357",538,538,538,1,1,"U"
"E01027358","E01027358","E01027358_E01027358",1004,1004,1004,1,1,"U"
"E01027359","E01027359","E01027359_E01027359",1049,1049,1049,1,1,"U"
"E01027361","E01027361","E01027361_E01027361",820,820,820,1,1,"U"
"E01027362","E01027362","E01027362_E01027362",828,828,828,1,1,"U"
"E01027363","E01027363","E01027363_E01027363",549,549,549,1,1,"U"
"E01027364","E01027364","E01027364_E01027364",853,853,853,1,1,"U"
"E01027365","E01027365","E01027365_E01027365",1104,1104,1104,1,1,"U"
"E01027366","E01027366","E01027366_E01027366",718,718,718,1,1,"U"
"E01027367","E01027367","E01027367_E01027367",666,666,666,1,1,"U"
"E01027368","E01027368","E01027368_E01027368",802,802,802,1,1,"U"
"E01027369","E01027369","E01027369_E01027369",718,718,718,1,1,"U"
"E01027370","E01027370","E01027370_E01027370",923,923,923,1,1,"U"
"E01027371","E01027371","E01027371_E01027371",790,790,790,1,1,"U"
"E01027372","E01027372","E01027372_E01027372",1119,1119,1119,1,1,"U"
"E01027373","E01027373","E01027373_E01027373",965,965,965,1,1,"U"
"E01027374","E01027374","E01027374_E01027374",940,940,940,1,1,"U"
"E01027375","E01027375","E01027375_E01027375",896,896,896,1,1,"U"
"E01027376","E01027376","E01027376_E01027376",745,745,745,1,1,"U"
"E01027377","E01027377","E01027377_E01027377",937,937,937,1,1,"U"
"E01027378","E01027378","E01027378_E01027378",498,498,498,1,1,"U"
"E01027379","E01027379","E01027379_E01027379",729,729,729,1,1,"U"
"E01027380","E01027380","E01027380_E01027380",631,631,631,1,1,"U"
"E01027381","E01027381","E01027381_E01027381",864,864,864,1,1,"U"
"E01027382","E01027382","E01027382_E01027382",831,831,831,1,1,"U"
"E01027383","E01027383","E01027383_E01027383",596,596,596,1,1,"U"
"E01027384","E01027384","E01027384_E01027384",653,653,653,1,1,"U"
"E01027385","E01027385","E01027385_E01027385",483,483,483,1,1,"U"
"E01027386","E01027386","E01027386_E01027386",574,574,574,1,1,"U"
"E01027387","E01027387","E01027387_E01027387",879,879,879,1,1,"U"
"E01027388","E01027388","E01027388_E01027388",628,628,628,1,1,"U"
"E01027389","E01027389","E01027389_E01027389",703,703,703,1,1,"U"
"E01027390","E01027390","E01027390_E01027390",1002,1002,1002,1,1,"U"
"E01027391","E01027391","E01027391_E01027391",593,593,593,1,1,"U"
"E01027392","E01027392","E01027392_E01027392",934,934,934,1,1,"U"
"E01027393","E01027393","E01027393_E01027393",600,600,600,1,1,"U"
"E01027394","E01027394","E01027394_E01027394",532,532,532,1,1,"U"
"E01027395","E01027395","E01027395_E01027395",900,900,900,1,1,"U"
"E01027396","E01027396","E01027396_E01027396",552,552,552,1,1,"U"
"E01027397","E01027397","E01027397_E01027397",617,617,617,1,1,"U"
"E01027398","E01027398","E01027398_E01027398",871,871,871,1,1,"U"
"E01027399","E01027399","E01027399_E01027399",587,587,587,1,1,"U"
"E01027400","E01027400","E01027400_E01027400",486,486,486,1,1,"U"
"E01027401","E01027401","E01027401_E01027401",532,532,532,1,1,"U"
"E01027402","E01027402","E01027402_E01027402",490,490,490,1,1,"U"
"E01027403","E01027403","E01027403_E01027403",484,484,484,1,1,"U"
"E01027404","E01027404","E01027404_E01027404",924,924,924,1,1,"U"
"E01027405","E01027405","E01027405_E01027405",623,623,623,1,1,"U"
"E01027406","E01027406","E01027406_E01027406",600,600,600,1,1,"U"
"E01027407","E01027407","E01027407_E01027407",637,637,637,1,1,"U"
"E01027408","E01027408","E01027408_E01027408",667,667,667,1,1,"U"
"E01027409","E01027409","E01027409_E01027409",741,741,741,1,1,"U"
"E01027410","E01027410","E01027410_E01027410",658,658,658,1,1,"U"
"E01027411","E01027411","E01027411_E01027411",625,625,625,1,1,"U"
"E01027412","E01027412","E01027412_E01027412",903,903,903,1,1,"U"
"E01027413","E01027413","E01027413_E01027413",939,939,939,1,1,"U"
"E01027414","E01027414","E01027414_E01027414",659,659,659,1,1,"U"
"E01027415","E01027415","E01027415_E01027415",757,757,757,1,1,"U"
"E01027416","E01027416","E01027416_E01027416",753,753,753,1,1,"U"
"E01027417","E01027417","E01027417_E01027417",681,681,681,1,1,"U"
"E01027418","E01027418","E01027418_E01027418",775,775,775,1,1,"U"
"E01027419","E01027419","E01027419_E01027419",759,759,759,1,1,"U"
"E01027420","E01027420","E01027420_E01027420",591,591,591,1,1,"U"
"E01027421","E01027421","E01027421_E01027421",765,765,765,1,1,"U"
"E01027422","E01027422","E01027422_E01027422",814,814,814,1,1,"U"
"E01027423","E01027423","E01027423_E01027423",627,627,627,1,1,"U"
"E01027424","E01027424","E01027424_E01027424",792,792,792,1,1,"U"
"E01027425","E01035633","E01027425_E01035633",631,1649,631,1,0.382656155245603,"S"
"E01027425","E01035634","E01027425_E01035634",383,1649,383,1,0.232261976955731,"S"
"E01027425","E01035635","E01027425_E01035635",635,1649,635,1,0.385081867798666,"S"
"E01027426","E01027426","E01027426_E01027426",794,794,794,1,1,"U"
"E01027427","E01027427","E01027427_E01027427",945,945,945,1,1,"U"
"E01027428","E01027428","E01027428_E01027428",629,629,629,1,1,"U"
"E01027429","E01027429","E01027429_E01027429",858,858,858,1,1,"U"
"E01027430","E01027430","E01027430_E01027430",697,697,697,1,1,"U"
"E01027431","E01027431","E01027431_E01027431",845,845,845,1,1,"U"
"E01027432","E01027432","E01027432_E01027432",797,797,797,1,1,"U"
"E01027433","E01027433","E01027433_E01027433",1199,1199,1199,1,1,"U"
"E01027434","E01027434","E01027434_E01027434",617,617,617,1,1,"U"
"E01027435","E01027435","E01027435_E01027435",705,705,705,1,1,"U"
"E01027436","E01027436","E01027436_E01027436",698,698,698,1,1,"U"
"E01027437","E01027437","E01027437_E01027437",757,757,757,1,1,"U"
"E01027438","E01027438","E01027438_E01027438",619,619,619,1,1,"U"
"E01027439","E01027439","E01027439_E01027439",776,776,776,1,1,"U"
"E01027440","E01027440","E01027440_E01027440",622,622,622,1,1,"U"
"E01027441","E01035631","E01027441_E01035631",740,1477,740,1,0.50101557210562,"S"
"E01027441","E01035632","E01027441_E01035632",737,1477,737,1,0.498984427894381,"S"
"E01027442","E01027442","E01027442_E01027442",777,777,777,1,1,"U"
"E01027443","E01027443","E01027443_E01027443",749,749,749,1,1,"U"
"E01027444","E01027444","E01027444_E01027444",609,609,609,1,1,"U"
"E01027445","E01027445","E01027445_E01027445",745,745,745,1,1,"U"
"E01027446","E01027446","E01027446_E01027446",626,626,626,1,1,"U"
"E01027447","E01027447","E01027447_E01027447",785,785,785,1,1,"U"
"E01027448","E01035629","E01027448_E01035629",663,1363,663,1,0.486426999266324,"S"
"E01027448","E01035630","E01027448_E01035630",700,1363,700,1,0.513573000733676,"S"
"E01027449","E01027449","E01027449_E01027449",680,680,680,1,1,"U"
"E01027450","E01027450","E01027450_E01027450",767,767,767,1,1,"U"
"E01027451","E01027451","E01027451_E01027451",830,830,830,1,1,"U"
"E01027452","E01027452","E01027452_E01027452",634,634,634,1,1,"U"
"E01027453","E01027453","E01027453_E01027453",871,871,871,1,1,"U"
"E01027455","E01027455","E01027455_E01027455",627,627,627,1,1,"U"
"E01027456","E01027456","E01027456_E01027456",513,513,513,1,1,"U"
"E01027457","E01027457","E01027457_E01027457",736,736,736,1,1,"U"
"E01027458","E01027458","E01027458_E01027458",985,985,985,1,1,"U"
"E01027460","E01027460","E01027460_E01027460",719,719,719,1,1,"U"
"E01027461","E01027461","E01027461_E01027461",617,617,617,1,1,"U"
"E01027462","E01027462","E01027462_E01027462",981,981,981,1,1,"U"
"E01027463","E01027463","E01027463_E01027463",781,781,781,1,1,"U"
"E01027464","E01027464","E01027464_E01027464",619,619,619,1,1,"U"
"E01027465","E01027465","E01027465_E01027465",644,644,644,1,1,"U"
"E01027466","E01027466","E01027466_E01027466",608,608,608,1,1,"U"
"E01027468","E01027468","E01027468_E01027468",536,536,536,1,1,"U"
"E01027469","E01027469","E01027469_E01027469",511,511,511,1,1,"U"
"E01027471","E01027471","E01027471_E01027471",779,779,779,1,1,"U"
"E01027472","E01027472","E01027472_E01027472",623,623,623,1,1,"U"
"E01027473","E01027473","E01027473_E01027473",1134,1134,1134,1,1,"U"
"E01027474","E01027474","E01027474_E01027474",856,856,856,1,1,"U"
"E01027475","E01027475","E01027475_E01027475",662,662,662,1,1,"U"
"E01027476","E01027476","E01027476_E01027476",1200,1200,1200,1,1,"U"
"E01027477","E01027477","E01027477_E01027477",533,533,533,1,1,"U"
"E01027478","E01027478","E01027478_E01027478",514,514,514,1,1,"U"
"E01027479","E01027479","E01027479_E01027479",1022,1022,1022,1,1,"U"
"E01027480","E01027480","E01027480_E01027480",554,554,554,1,1,"U"
"E01027481","E01027481","E01027481_E01027481",812,812,812,1,1,"U"
"E01027482","E01027482","E01027482_E01027482",746,746,746,1,1,"U"
"E01027483","E01027483","E01027483_E01027483",569,569,569,1,1,"U"
"E01027484","E01027484","E01027484_E01027484",953,953,953,1,1,"U"
"E01027485","E01027485","E01027485_E01027485",705,705,705,1,1,"U"
"E01027486","E01027486","E01027486_E01027486",500,500,500,1,1,"U"
"E01027487","E01027487","E01027487_E01027487",549,549,549,1,1,"U"
"E01027488","E01027488","E01027488_E01027488",1057,1057,1057,1,1,"U"
"E01027489","E01027489","E01027489_E01027489",682,682,682,1,1,"U"
"E01027490","E01027490","E01027490_E01027490",830,830,830,1,1,"U"
"E01027491","E01027491","E01027491_E01027491",644,644,644,1,1,"U"
"E01027492","E01027492","E01027492_E01027492",778,778,778,1,1,"U"
"E01027493","E01027493","E01027493_E01027493",689,689,689,1,1,"U"
"E01027494","E01027494","E01027494_E01027494",1154,1154,1154,1,1,"U"
"E01027495","E01027495","E01027495_E01027495",512,512,512,1,1,"U"
"E01027496","E01027496","E01027496_E01027496",548,548,548,1,1,"U"
"E01027497","E01027497","E01027497_E01027497",1021,1021,1021,1,1,"U"
"E01027498","E01027498","E01027498_E01027498",1190,1190,1190,1,1,"U"
"E01027499","E01027499","E01027499_E01027499",806,806,806,1,1,"U"
"E01027500","E01027500","E01027500_E01027500",788,788,788,1,1,"U"
"E01027501","E01035636","E01027501_E01035636",468,468,966,0.484472049689441,1,"M"
"E01027502","E01035636","E01027502_E01035636",498,498,966,0.515527950310559,1,"M"
"E01027503","E01027503","E01027503_E01027503",752,752,752,1,1,"U"
"E01027504","E01027504","E01027504_E01027504",794,794,794,1,1,"U"
"E01027505","E01027505","E01027505_E01027505",571,571,571,1,1,"U"
"E01027506","E01035637","E01027506_E01035637",456,456,462,0.987012987012987,1,"X"
"E01027507","E01027507","E01027507_E01027507",557,557,557,1,1,"U"
"E01027508","E01027508","E01027508_E01027508",504,504,504,1,1,"U"
"E01027509","E01027509","E01027509_E01027509",622,622,622,1,1,"U"
"E01027510","E01027510","E01027510_E01027510",521,521,521,1,1,"U"
"E01027511","E01027511","E01027511_E01027511",507,507,507,1,1,"U"
"E01027512","E01027512","E01027512_E01027512",457,457,457,1,1,"U"
"E01027513","E01027513","E01027513_E01027513",885,885,885,1,1,"U"
"E01027514","E01027514","E01027514_E01027514",763,763,763,1,1,"U"
"E01027515","E01027515","E01027515_E01027515",716,716,716,1,1,"U"
"E01027516","E01027516","E01027516_E01027516",494,494,494,1,1,"U"
"E01027517","E01027517","E01027517_E01027517",883,883,883,1,1,"U"
"E01027518","E01027518","E01027518_E01027518",637,637,637,1,1,"U"
"E01027519","E01027519","E01027519_E01027519",602,602,602,1,1,"U"
"E01027520","E01027520","E01027520_E01027520",615,615,615,1,1,"U"
"E01027521","E01027521","E01027521_E01027521",758,758,758,1,1,"U"
"E01027522","E01027522","E01027522_E01027522",633,633,633,1,1,"U"
"E01027523","E01027523","E01027523_E01027523",523,523,523,1,1,"U"
"E01027524","E01027524","E01027524_E01027524",948,948,948,1,1,"U"
"E01027525","E01027525","E01027525_E01027525",854,854,854,1,1,"U"
"E01027526","E01027526","E01027526_E01027526",531,531,531,1,1,"U"
"E01027527","E01027527","E01027527_E01027527",568,568,568,1,1,"U"
"E01027528","E01027528","E01027528_E01027528",690,690,690,1,1,"U"
"E01027529","E01027529","E01027529_E01027529",481,481,481,1,1,"U"
"E01027530","E01027530","E01027530_E01027530",614,614,614,1,1,"U"
"E01027531","E01027531","E01027531_E01027531",718,718,718,1,1,"U"
"E01027532","E01027532","E01027532_E01027532",981,981,981,1,1,"U"
"E01027533","E01027533","E01027533_E01027533",953,953,953,1,1,"U"
"E01027534","E01027534","E01027534_E01027534",871,871,871,1,1,"U"
"E01027535","E01027535","E01027535_E01027535",644,644,644,1,1,"U"
"E01027536","E01027536","E01027536_E01027536",566,566,566,1,1,"U"
"E01027537","E01027537","E01027537_E01027537",595,595,595,1,1,"U"
"E01027538","E01027538","E01027538_E01027538",703,703,703,1,1,"U"
"E01027539","E01027539","E01027539_E01027539",756,756,756,1,1,"U"
"E01027540","E01027540","E01027540_E01027540",828,828,828,1,1,"U"
"E01027541","E01027541","E01027541_E01027541",783,783,783,1,1,"U"
"E01027542","E01027542","E01027542_E01027542",885,885,885,1,1,"U"
"E01027543","E01027543","E01027543_E01027543",572,572,572,1,1,"U"
"E01027544","E01027544","E01027544_E01027544",640,640,640,1,1,"U"
"E01027545","E01027545","E01027545_E01027545",853,853,853,1,1,"U"
"E01027546","E01027546","E01027546_E01027546",744,744,744,1,1,"U"
"E01027549","E01027549","E01027549_E01027549",1079,1079,1079,1,1,"U"
"E01027550","E01027550","E01027550_E01027550",604,604,604,1,1,"U"
"E01027551","E01027551","E01027551_E01027551",686,686,686,1,1,"U"
"E01027552","E01027552","E01027552_E01027552",608,608,608,1,1,"U"
"E01027553","E01027553","E01027553_E01027553",740,740,740,1,1,"U"
"E01027554","E01027554","E01027554_E01027554",615,615,615,1,1,"U"
"E01027555","E01027555","E01027555_E01027555",867,867,867,1,1,"U"
"E01027556","E01027556","E01027556_E01027556",823,823,823,1,1,"U"
"E01027557","E01027557","E01027557_E01027557",683,683,683,1,1,"U"
"E01027558","E01027558","E01027558_E01027558",887,887,887,1,1,"U"
"E01027559","E01027559","E01027559_E01027559",824,824,824,1,1,"U"
"E01027560","E01027560","E01027560_E01027560",1051,1051,1051,1,1,"U"
"E01027561","E01027561","E01027561_E01027561",842,842,842,1,1,"U"
"E01027562","E01027562","E01027562_E01027562",682,682,682,1,1,"U"
"E01027563","E01027563","E01027563_E01027563",724,724,724,1,1,"U"
"E01027564","E01027564","E01027564_E01027564",576,576,576,1,1,"U"
"E01027565","E01027565","E01027565_E01027565",674,674,674,1,1,"U"
"E01027566","E01027566","E01027566_E01027566",585,585,585,1,1,"U"
"E01027567","E01027567","E01027567_E01027567",774,774,774,1,1,"U"
"E01027568","E01027568","E01027568_E01027568",1010,1010,1010,1,1,"U"
"E01027569","E01027569","E01027569_E01027569",599,599,599,1,1,"U"
"E01027570","E01027570","E01027570_E01027570",1157,1157,1157,1,1,"U"
"E01027571","E01027571","E01027571_E01027571",813,813,813,1,1,"U"
"E01027572","E01027572","E01027572_E01027572",1044,1044,1044,1,1,"U"
"E01027573","E01027573","E01027573_E01027573",801,801,801,1,1,"U"
"E01027574","E01027574","E01027574_E01027574",762,762,762,1,1,"U"
"E01027575","E01027575","E01027575_E01027575",885,885,885,1,1,"U"
"E01027576","E01027576","E01027576_E01027576",795,795,795,1,1,"U"
"E01027577","E01027577","E01027577_E01027577",996,996,996,1,1,"U"
"E01027578","E01027578","E01027578_E01027578",778,778,778,1,1,"U"
"E01027579","E01027579","E01027579_E01027579",517,517,517,1,1,"U"
"E01027580","E01027580","E01027580_E01027580",491,491,491,1,1,"U"
"E01027581","E01034956","E01027581_E01034956",598,1296,598,1,0.46141975308642,"S"
"E01027581","E01034957","E01027581_E01034957",698,1296,698,1,0.53858024691358,"S"
"E01027582","E01027582","E01027582_E01027582",738,738,738,1,1,"U"
"E01027583","E01027583","E01027583_E01027583",860,860,860,1,1,"U"
"E01027584","E01027584","E01027584_E01027584",863,863,863,1,1,"U"
"E01027585","E01027585","E01027585_E01027585",846,846,846,1,1,"U"
"E01027586","E01027586","E01027586_E01027586",870,870,870,1,1,"U"
"E01027587","E01027587","E01027587_E01027587",603,603,603,1,1,"U"
"E01027588","E01027588","E01027588_E01027588",806,806,806,1,1,"U"
"E01027589","E01027589","E01027589_E01027589",905,905,905,1,1,"U"
"E01027590","E01027590","E01027590_E01027590",1145,1145,1145,1,1,"U"
"E01027591","E01027591","E01027591_E01027591",742,742,742,1,1,"U"
"E01027592","E01027592","E01027592_E01027592",753,753,753,1,1,"U"
"E01027593","E01027593","E01027593_E01027593",792,792,792,1,1,"U"
"E01027594","E01027594","E01027594_E01027594",956,956,956,1,1,"U"
"E01027595","E01027595","E01027595_E01027595",825,825,825,1,1,"U"
"E01027596","E01027596","E01027596_E01027596",834,834,834,1,1,"U"
"E01027597","E01027597","E01027597_E01027597",680,680,680,1,1,"U"
"E01027598","E01027598","E01027598_E01027598",843,843,843,1,1,"U"
"E01027599","E01027599","E01027599_E01027599",815,815,815,1,1,"U"
"E01027600","E01027600","E01027600_E01027600",806,806,806,1,1,"U"
"E01027601","E01027601","E01027601_E01027601",814,814,814,1,1,"U"
"E01027603","E01027603","E01027603_E01027603",872,872,872,1,1,"U"
"E01027604","E01027604","E01027604_E01027604",825,825,825,1,1,"U"
"E01027605","E01027605","E01027605_E01027605",758,758,758,1,1,"U"
"E01027606","E01027606","E01027606_E01027606",698,698,698,1,1,"U"
"E01027607","E01027607","E01027607_E01027607",547,547,547,1,1,"U"
"E01027608","E01027608","E01027608_E01027608",758,758,758,1,1,"U"
"E01027609","E01027609","E01027609_E01027609",545,545,545,1,1,"U"
"E01027610","E01027610","E01027610_E01027610",748,748,748,1,1,"U"
"E01027611","E01034961","E01027611_E01034961",695,1266,695,1,0.548973143759874,"S"
"E01027611","E01034962","E01027611_E01034962",571,1266,571,1,0.451026856240126,"S"
"E01027612","E01027612","E01027612_E01027612",739,739,739,1,1,"U"
"E01027613","E01027613","E01027613_E01027613",760,760,760,1,1,"U"
"E01027614","E01027614","E01027614_E01027614",572,572,572,1,1,"U"
"E01027615","E01027615","E01027615_E01027615",505,505,505,1,1,"U"
"E01027616","E01027616","E01027616_E01027616",683,683,683,1,1,"U"
"E01027617","E01027617","E01027617_E01027617",455,455,455,1,1,"U"
"E01027618","E01027618","E01027618_E01027618",1065,1065,1065,1,1,"U"
"E01027619","E01027619","E01027619_E01027619",898,898,898,1,1,"U"
"E01027620","E01027620","E01027620_E01027620",854,854,854,1,1,"U"
"E01027621","E01034959","E01027621_E01034959",786,1494,786,1,0.526104417670683,"S"
"E01027621","E01034960","E01027621_E01034960",708,1494,708,1,0.473895582329317,"S"
"E01027622","E01027622","E01027622_E01027622",850,850,850,1,1,"U"
"E01027623","E01027623","E01027623_E01027623",574,574,574,1,1,"U"
"E01027624","E01027624","E01027624_E01027624",575,575,575,1,1,"U"
"E01027625","E01027625","E01027625_E01027625",882,882,882,1,1,"U"
"E01027626","E01027626","E01027626_E01027626",667,667,667,1,1,"U"
"E01027627","E01027627","E01027627_E01027627",801,801,801,1,1,"U"
"E01027628","E01027628","E01027628_E01027628",818,818,818,1,1,"U"
"E01027629","E01027629","E01027629_E01027629",653,653,653,1,1,"U"
"E01027630","E01027630","E01027630_E01027630",950,950,950,1,1,"U"
"E01027631","E01027631","E01027631_E01027631",709,709,709,1,1,"U"
